call_id,call_date,call_month,member_type,call_channel,call_reason,agent_id,queue_name,wait_time_sec,handle_time_sec,call_outcome,first_call_resolution,sla_target_sec,sla_met,escalated_flag,abandoned_flag
4476,2025-01-03 11:00:00,2025-01,Medicare,IVR,Billing,2039,Claims Queue,107,242,Resolved,Yes,60,No,0,0
4477,2025-01-03 12:00:00,2025-01,Medicare,IVR,Billing,2013,Benefits Queue,92,264,Resolved,No,60,No,0,0
4478,2025-01-03 13:00:00,2025-01,Medicare,Phone,Billing,2029,Enrollment Queue,118,184,Escalated,No,30,No,1,0
4479,2025-01-03 14:00:00,2025-01,Medicaid,IVR,Enrollment,2012,Enrollment Queue,35,292,Resolved,Yes,30,No,0,0
4480,2025-01-03 15:00:00,2025-01,Medicare,Phone,System Access,2053,Claims Queue,24,512,Resolved,Yes,90,Yes,0,0
4481,2025-01-03 16:00:00,2025-01,Commercial,Phone,Claims Status,2039,Benefits Queue,155,195,Resolved,Yes,30,No,0,0
4482,2025-01-03 17:00:00,2025-01,Commercial,Phone,Enrollment,2026,Claims Queue,83,254,Resolved,Yes,60,No,0,0
4483,2025-01-03 18:00:00,2025-01,Commercial,Phone,Claims Status,2027,Benefits Queue,104,405,Escalated,No,60,No,1,0
4484,2025-01-03 19:00:00,2025-01,Medicare,Phone,System Access,2003,Enrollment Queue,58,517,Escalated,Yes,30,No,1,0
4485,2025-01-03 20:00:00,2025-01,Medicaid,Portal,System Access,2026,Benefits Queue,52,227,Resolved,No,30,No,0,0
4486,2025-01-03 21:00:00,2025-01,Medicaid,Phone,Prior Authorization,2035,Enrollment Queue,56,195,Resolved,Yes,60,Yes,0,0
4487,2025-01-03 22:00:00,2025-01,Commercial,Phone,System Access,2003,Benefits Queue,75,313,Escalated,Yes,60,No,1,0
4488,2025-01-03 23:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2057,Enrollment Queue,19,184,Resolved,Yes,60,Yes,0,0
4489,2025-01-04 00:00:00,2025-01,Medicaid,Phone,Prior Authorization,2043,Benefits Queue,117,605,Resolved,No,60,No,0,0
4490,2025-01-04 01:00:00,2025-01,Commercial,Portal,Billing,2055,Benefits Queue,200,101,Resolved,Yes,60,No,0,0
4491,2025-01-04 02:00:00,2025-01,Medicaid,Phone,Claims Status,2030,Benefits Queue,33,313,Resolved,Yes,30,No,0,0
4492,2025-01-04 03:00:00,2025-01,Medicare,Phone,Enrollment,2048,Enrollment Queue,66,199,Abandoned,Yes,30,No,0,1
4493,2025-01-04 04:00:00,2025-01,Medicaid,Phone,Prior Authorization,2037,Claims Queue,115,178,Resolved,Yes,30,No,0,0
4494,2025-01-04 05:00:00,2025-01,Medicare,Phone,System Access,2026,Claims Queue,85,171,Resolved,Yes,90,Yes,0,0
4495,2025-01-04 06:00:00,2025-01,Medicare,Phone,Provider Inquiry,2023,Benefits Queue,199,149,Resolved,Yes,60,No,0,0
4496,2025-01-04 07:00:00,2025-01,Medicaid,Phone,Claims Status,2032,Benefits Queue,34,566,Resolved,Yes,30,No,0,0
4497,2025-01-04 08:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2005,Claims Queue,151,946,Resolved,No,30,No,0,0
4498,2025-01-04 09:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2048,Benefits Queue,144,350,Resolved,Yes,30,No,0,0
4499,2025-01-04 10:00:00,2025-01,Medicare,Phone,Billing,2031,Benefits Queue,76,482,Resolved,Yes,30,No,0,0
4500,2025-01-04 11:00:00,2025-01,Commercial,Portal,Prior Authorization,2021,Enrollment Queue,238,314,Resolved,Yes,90,No,0,0
4501,2025-01-04 12:00:00,2025-01,Medicare,Phone,Benefits Coverage,2001,Claims Queue,72,372,Resolved,Yes,60,No,0,0
4502,2025-01-04 13:00:00,2025-01,Medicaid,Portal,Claims Status,2033,Enrollment Queue,16,249,Resolved,Yes,90,Yes,0,0
4503,2025-01-04 14:00:00,2025-01,Medicaid,Phone,Claims Status,2050,Benefits Queue,174,336,Resolved,Yes,60,No,0,0
4504,2025-01-04 15:00:00,2025-01,Medicaid,Phone,Billing,2007,Enrollment Queue,75,592,Resolved,No,30,No,0,0
4505,2025-01-04 16:00:00,2025-01,Medicare,IVR,Billing,2056,Benefits Queue,91,415,Resolved,No,30,No,0,0
4506,2025-01-04 17:00:00,2025-01,Medicare,Phone,System Access,2024,Benefits Queue,185,313,Resolved,Yes,60,No,0,0
4507,2025-01-04 18:00:00,2025-01,Commercial,Phone,Billing,2003,Benefits Queue,66,219,Resolved,No,60,No,0,0
4508,2025-01-04 19:00:00,2025-01,Medicare,Phone,Enrollment,2024,Claims Queue,145,106,Abandoned,No,30,No,0,1
4509,2025-01-04 20:00:00,2025-01,Commercial,Portal,Benefits Coverage,2020,Claims Queue,62,172,Resolved,Yes,30,No,0,0
4510,2025-01-04 21:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2058,Claims Queue,275,472,Abandoned,Yes,90,No,0,1
4511,2025-01-04 22:00:00,2025-01,Medicare,IVR,Enrollment,2021,Enrollment Queue,85,285,Resolved,Yes,30,No,0,0
4512,2025-01-04 23:00:00,2025-01,Medicaid,IVR,Provider Inquiry,2023,Claims Queue,166,236,Resolved,Yes,60,No,0,0
4513,2025-01-05 00:00:00,2025-01,Medicare,Portal,Benefits Coverage,2052,Benefits Queue,91,743,Resolved,Yes,30,No,0,0
4514,2025-01-05 01:00:00,2025-01,Medicaid,Phone,Prior Authorization,2020,Claims Queue,89,479,Escalated,Yes,60,No,1,0
4515,2025-01-05 02:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2005,Enrollment Queue,38,530,Resolved,No,30,No,0,0
4516,2025-01-05 03:00:00,2025-01,Medicaid,Phone,Billing,2052,Benefits Queue,32,508,Escalated,No,90,Yes,1,0
4517,2025-01-05 04:00:00,2025-01,Commercial,Portal,Provider Inquiry,2035,Claims Queue,76,501,Abandoned,Yes,90,Yes,0,1
4518,2025-01-05 05:00:00,2025-01,Medicare,Portal,Prior Authorization,2054,Benefits Queue,127,410,Resolved,Yes,90,No,0,0
4519,2025-01-05 06:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2026,Claims Queue,226,123,Resolved,Yes,30,No,0,0
4520,2025-01-05 07:00:00,2025-01,Commercial,Phone,System Access,2006,Enrollment Queue,34,349,Resolved,Yes,60,Yes,0,0
4521,2025-01-05 08:00:00,2025-01,Commercial,IVR,Enrollment,2010,Claims Queue,64,714,Resolved,No,30,No,0,0
4522,2025-01-05 09:00:00,2025-01,Medicaid,Phone,Enrollment,2019,Benefits Queue,98,108,Resolved,Yes,60,No,0,0
4523,2025-01-05 10:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2044,Claims Queue,103,413,Resolved,No,30,No,0,0
4524,2025-01-05 11:00:00,2025-01,Medicare,Portal,Benefits Coverage,2025,Benefits Queue,117,150,Escalated,Yes,60,No,1,0
4525,2025-01-05 12:00:00,2025-01,Commercial,Phone,Enrollment,2047,Benefits Queue,57,207,Resolved,Yes,90,Yes,0,0
4526,2025-01-05 13:00:00,2025-01,Medicare,Phone,Benefits Coverage,2007,Enrollment Queue,62,406,Resolved,Yes,90,Yes,0,0
4527,2025-01-05 14:00:00,2025-01,Commercial,Phone,Benefits Coverage,2046,Claims Queue,146,361,Abandoned,Yes,60,No,0,1
4528,2025-01-05 15:00:00,2025-01,Medicaid,Portal,Billing,2026,Benefits Queue,131,419,Resolved,No,90,No,0,0
4529,2025-01-05 16:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2014,Benefits Queue,38,63,Escalated,Yes,60,Yes,1,0
4530,2025-01-05 17:00:00,2025-01,Medicaid,Phone,System Access,2020,Enrollment Queue,51,289,Resolved,Yes,30,No,0,0
4531,2025-01-05 18:00:00,2025-01,Medicaid,Phone,Enrollment,2041,Benefits Queue,104,334,Abandoned,Yes,30,No,0,1
4532,2025-01-05 19:00:00,2025-01,Medicare,IVR,Prior Authorization,2039,Enrollment Queue,61,585,Resolved,Yes,30,No,0,0
4533,2025-01-05 20:00:00,2025-01,Commercial,Phone,Benefits Coverage,2036,Claims Queue,98,601,Abandoned,Yes,60,No,0,1
4534,2025-01-05 21:00:00,2025-01,Medicaid,Phone,Billing,2045,Claims Queue,260,209,Escalated,No,60,No,1,0
4535,2025-01-05 22:00:00,2025-01,Medicare,Phone,Enrollment,2047,Benefits Queue,29,499,Resolved,Yes,60,Yes,0,0
4536,2025-01-05 23:00:00,2025-01,Medicaid,IVR,Prior Authorization,2032,Claims Queue,6,329,Resolved,Yes,30,Yes,0,0
4537,2025-01-06 00:00:00,2025-01,Medicaid,Portal,System Access,2045,Benefits Queue,358,285,Resolved,No,60,No,0,0
4538,2025-01-06 01:00:00,2025-01,Medicaid,Phone,Prior Authorization,2036,Enrollment Queue,30,379,Resolved,Yes,30,Yes,0,0
4539,2025-01-06 02:00:00,2025-01,Medicare,Phone,Benefits Coverage,2055,Claims Queue,51,277,Resolved,Yes,90,Yes,0,0
4540,2025-01-06 03:00:00,2025-01,Commercial,Phone,Claims Status,2018,Benefits Queue,126,340,Resolved,Yes,90,No,0,0
4541,2025-01-06 04:00:00,2025-01,Medicaid,Phone,Prior Authorization,2026,Claims Queue,168,261,Resolved,Yes,60,No,0,0
4542,2025-01-06 05:00:00,2025-01,Medicaid,IVR,Claims Status,2001,Enrollment Queue,73,125,Abandoned,Yes,60,No,0,1
4543,2025-01-06 06:00:00,2025-01,Commercial,IVR,Prior Authorization,2037,Benefits Queue,149,595,Resolved,No,60,No,0,0
4544,2025-01-06 07:00:00,2025-01,Medicaid,IVR,System Access,2019,Enrollment Queue,117,771,Resolved,Yes,60,No,0,0
4545,2025-01-06 08:00:00,2025-01,Medicare,Phone,Claims Status,2031,Enrollment Queue,112,750,Escalated,Yes,30,No,1,0
4546,2025-01-06 09:00:00,2025-01,Medicare,Phone,Provider Inquiry,2022,Claims Queue,49,201,Resolved,Yes,30,No,0,0
4547,2025-01-06 10:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2023,Claims Queue,63,526,Resolved,Yes,60,No,0,0
4548,2025-01-06 11:00:00,2025-01,Medicare,Phone,Prior Authorization,2008,Enrollment Queue,80,474,Resolved,No,90,Yes,0,0
4549,2025-01-06 12:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2031,Benefits Queue,44,473,Resolved,Yes,30,No,0,0
4550,2025-01-06 13:00:00,2025-01,Medicaid,IVR,Billing,2002,Enrollment Queue,60,224,Resolved,No,30,No,0,0
4551,2025-01-06 14:00:00,2025-01,Medicaid,IVR,Benefits Coverage,2032,Enrollment Queue,113,148,Resolved,Yes,30,No,0,0
4552,2025-01-06 15:00:00,2025-01,Medicare,Phone,Prior Authorization,2048,Claims Queue,58,290,Resolved,Yes,60,Yes,0,0
4553,2025-01-06 16:00:00,2025-01,Medicare,IVR,Claims Status,2034,Enrollment Queue,25,256,Resolved,Yes,60,Yes,0,0
4554,2025-01-06 17:00:00,2025-01,Medicaid,IVR,Provider Inquiry,2006,Enrollment Queue,77,414,Escalated,Yes,30,No,1,0
4555,2025-01-06 18:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2056,Claims Queue,126,46,Resolved,Yes,30,No,0,0
4556,2025-01-06 19:00:00,2025-01,Medicaid,Phone,Billing,2042,Benefits Queue,164,403,Resolved,Yes,30,No,0,0
4557,2025-01-06 20:00:00,2025-01,Commercial,Phone,System Access,2050,Enrollment Queue,53,528,Resolved,No,30,No,0,0
4558,2025-01-06 21:00:00,2025-01,Medicaid,Phone,System Access,2044,Claims Queue,32,774,Resolved,No,90,Yes,0,0
4559,2025-01-06 22:00:00,2025-01,Medicaid,Portal,System Access,2042,Enrollment Queue,49,316,Resolved,Yes,30,No,0,0
4560,2025-01-06 23:00:00,2025-01,Medicaid,Phone,Billing,2058,Claims Queue,22,402,Resolved,Yes,30,Yes,0,0
4561,2025-01-07 00:00:00,2025-01,Medicare,Portal,Provider Inquiry,2006,Claims Queue,112,210,Resolved,Yes,30,No,0,0
4562,2025-01-07 01:00:00,2025-01,Medicare,IVR,Benefits Coverage,2028,Claims Queue,129,363,Abandoned,Yes,30,No,0,1
4563,2025-01-07 02:00:00,2025-01,Medicare,Phone,Prior Authorization,2009,Claims Queue,75,221,Escalated,Yes,60,No,1,0
4564,2025-01-07 03:00:00,2025-01,Medicare,Phone,Provider Inquiry,2010,Claims Queue,152,290,Resolved,Yes,60,No,0,0
4565,2025-01-07 04:00:00,2025-01,Medicaid,Phone,Claims Status,2016,Claims Queue,98,474,Abandoned,Yes,90,No,0,1
4566,2025-01-07 05:00:00,2025-01,Commercial,IVR,Claims Status,2025,Enrollment Queue,128,163,Abandoned,Yes,30,No,0,1
4567,2025-01-07 06:00:00,2025-01,Medicare,Phone,System Access,2024,Benefits Queue,161,437,Resolved,No,60,No,0,0
4568,2025-01-07 07:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2011,Enrollment Queue,52,120,Resolved,Yes,60,Yes,0,0
4569,2025-01-07 08:00:00,2025-01,Medicare,Phone,Prior Authorization,2050,Enrollment Queue,37,216,Abandoned,Yes,30,No,0,1
4570,2025-01-07 09:00:00,2025-01,Medicaid,Phone,System Access,2053,Claims Queue,107,334,Resolved,Yes,90,No,0,0
4571,2025-01-07 10:00:00,2025-01,Commercial,Phone,Claims Status,2041,Benefits Queue,163,368,Resolved,Yes,30,No,0,0
4572,2025-01-07 11:00:00,2025-01,Commercial,Phone,Enrollment,2005,Enrollment Queue,85,228,Escalated,Yes,30,No,1,0
4573,2025-01-07 12:00:00,2025-01,Medicare,IVR,Enrollment,2046,Benefits Queue,145,202,Resolved,No,90,No,0,0
4574,2025-01-07 13:00:00,2025-01,Medicaid,Portal,Enrollment,2039,Enrollment Queue,43,329,Resolved,Yes,30,No,0,0
4575,2025-01-07 14:00:00,2025-01,Medicare,Portal,Provider Inquiry,2002,Benefits Queue,75,132,Escalated,Yes,60,No,1,0
4576,2025-01-07 15:00:00,2025-01,Medicaid,IVR,Provider Inquiry,2039,Enrollment Queue,53,263,Resolved,No,30,No,0,0
4577,2025-01-07 16:00:00,2025-01,Medicaid,Portal,Benefits Coverage,2045,Benefits Queue,94,193,Resolved,Yes,90,No,0,0
4578,2025-01-07 17:00:00,2025-01,Medicare,Phone,Billing,2040,Benefits Queue,108,579,Escalated,Yes,90,No,1,0
4579,2025-01-07 18:00:00,2025-01,Medicaid,Portal,Billing,2039,Claims Queue,31,442,Resolved,Yes,30,No,0,0
4580,2025-01-07 19:00:00,2025-01,Commercial,Phone,Benefits Coverage,2038,Claims Queue,68,411,Resolved,Yes,90,Yes,0,0
4581,2025-01-07 20:00:00,2025-01,Medicare,IVR,Benefits Coverage,2021,Enrollment Queue,72,236,Resolved,Yes,60,No,0,0
4582,2025-01-07 21:00:00,2025-01,Medicaid,Phone,Billing,2024,Claims Queue,31,515,Resolved,No,30,No,0,0
4583,2025-01-07 22:00:00,2025-01,Medicare,Phone,System Access,2017,Enrollment Queue,69,382,Escalated,Yes,30,No,1,0
4584,2025-01-07 23:00:00,2025-01,Commercial,Phone,System Access,2056,Claims Queue,291,356,Resolved,Yes,60,No,0,0
4585,2025-01-08 00:00:00,2025-01,Medicaid,IVR,Enrollment,2012,Claims Queue,149,207,Resolved,Yes,90,No,0,0
4586,2025-01-08 01:00:00,2025-01,Medicaid,Phone,Prior Authorization,2039,Benefits Queue,22,410,Resolved,Yes,30,Yes,0,0
4587,2025-01-08 02:00:00,2025-01,Medicare,Phone,Enrollment,2002,Benefits Queue,121,300,Resolved,Yes,60,No,0,0
4588,2025-01-08 03:00:00,2025-01,Medicare,Phone,Claims Status,2039,Claims Queue,24,400,Escalated,No,30,Yes,1,0
4589,2025-01-08 04:00:00,2025-01,Medicare,IVR,Claims Status,2036,Claims Queue,114,308,Resolved,No,90,No,0,0
4590,2025-01-08 05:00:00,2025-01,Medicare,Phone,Enrollment,2014,Claims Queue,53,616,Resolved,Yes,30,No,0,0
4591,2025-01-08 06:00:00,2025-01,Commercial,Phone,Prior Authorization,2030,Enrollment Queue,24,318,Resolved,Yes,60,Yes,0,0
4592,2025-01-08 07:00:00,2025-01,Medicare,Phone,Prior Authorization,2055,Enrollment Queue,37,153,Escalated,Yes,30,No,1,0
4593,2025-01-08 08:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2010,Claims Queue,67,205,Resolved,Yes,60,No,0,0
4594,2025-01-08 09:00:00,2025-01,Commercial,Portal,Billing,2043,Benefits Queue,135,340,Resolved,Yes,60,No,0,0
4595,2025-01-08 10:00:00,2025-01,Commercial,Phone,System Access,2058,Enrollment Queue,19,280,Resolved,Yes,30,Yes,0,0
4596,2025-01-08 11:00:00,2025-01,Medicare,Phone,Enrollment,2028,Benefits Queue,89,247,Resolved,Yes,60,No,0,0
4597,2025-01-08 12:00:00,2025-01,Medicare,Phone,Prior Authorization,2046,Claims Queue,85,117,Escalated,Yes,30,No,1,0
4598,2025-01-08 13:00:00,2025-01,Commercial,Phone,System Access,2035,Claims Queue,100,379,Resolved,Yes,30,No,0,0
4599,2025-01-08 14:00:00,2025-01,Medicaid,Portal,Billing,2055,Enrollment Queue,65,332,Abandoned,Yes,30,No,0,1
4600,2025-01-08 15:00:00,2025-01,Medicare,IVR,Enrollment,2017,Claims Queue,36,417,Escalated,Yes,60,Yes,1,0
4601,2025-01-08 16:00:00,2025-01,Medicaid,Phone,Billing,2056,Enrollment Queue,276,388,Resolved,No,60,No,0,0
4602,2025-01-08 17:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2020,Benefits Queue,101,140,Resolved,No,60,No,0,0
4603,2025-01-08 18:00:00,2025-01,Commercial,Phone,Benefits Coverage,2034,Benefits Queue,87,202,Resolved,Yes,60,No,0,0
4604,2025-01-08 19:00:00,2025-01,Medicare,Phone,Benefits Coverage,2052,Enrollment Queue,40,802,Resolved,No,30,No,0,0
4605,2025-01-08 20:00:00,2025-01,Medicaid,Phone,Enrollment,2025,Benefits Queue,29,275,Resolved,No,60,Yes,0,0
4606,2025-01-08 21:00:00,2025-01,Medicaid,Phone,Enrollment,2038,Claims Queue,192,519,Resolved,Yes,30,No,0,0
4607,2025-01-08 22:00:00,2025-01,Medicare,IVR,Claims Status,2059,Benefits Queue,114,384,Resolved,Yes,60,No,0,0
4608,2025-01-08 23:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2029,Claims Queue,35,283,Resolved,Yes,90,Yes,0,0
4609,2025-01-09 00:00:00,2025-01,Medicaid,Phone,Enrollment,2045,Claims Queue,88,375,Resolved,Yes,30,No,0,0
4610,2025-01-09 01:00:00,2025-01,Commercial,Phone,Claims Status,2027,Enrollment Queue,30,311,Resolved,Yes,60,Yes,0,0
4611,2025-01-09 02:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2049,Claims Queue,106,279,Resolved,No,60,No,0,0
4612,2025-01-09 03:00:00,2025-01,Medicare,Phone,Claims Status,2042,Enrollment Queue,203,324,Escalated,No,30,No,1,0
4613,2025-01-09 04:00:00,2025-01,Commercial,Phone,Enrollment,2044,Claims Queue,112,489,Resolved,No,90,No,0,0
4614,2025-01-09 05:00:00,2025-01,Medicaid,Phone,Enrollment,2002,Benefits Queue,35,549,Resolved,Yes,30,No,0,0
4615,2025-01-09 06:00:00,2025-01,Medicaid,Phone,Prior Authorization,2055,Claims Queue,142,118,Resolved,Yes,90,No,0,0
4616,2025-01-09 07:00:00,2025-01,Medicaid,Phone,System Access,2013,Claims Queue,56,187,Resolved,Yes,90,Yes,0,0
4617,2025-01-09 08:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2011,Claims Queue,118,213,Resolved,No,60,No,0,0
4618,2025-01-09 09:00:00,2025-01,Commercial,Phone,System Access,2012,Benefits Queue,189,427,Abandoned,Yes,60,No,0,1
4619,2025-01-09 10:00:00,2025-01,Medicaid,IVR,Billing,2037,Benefits Queue,43,399,Resolved,No,30,No,0,0
4620,2025-01-09 11:00:00,2025-01,Medicaid,Phone,Enrollment,2041,Enrollment Queue,148,358,Resolved,Yes,60,No,0,0
4621,2025-01-09 12:00:00,2025-01,Medicare,IVR,Claims Status,2052,Claims Queue,44,499,Resolved,No,30,No,0,0
4622,2025-01-09 13:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2002,Benefits Queue,20,197,Resolved,Yes,30,Yes,0,0
4623,2025-01-09 14:00:00,2025-01,Medicaid,Portal,Billing,2001,Claims Queue,138,607,Escalated,Yes,60,No,1,0
4624,2025-01-09 15:00:00,2025-01,Medicare,Phone,Prior Authorization,2045,Enrollment Queue,78,403,Resolved,Yes,60,No,0,0
4625,2025-01-09 16:00:00,2025-01,Medicaid,Portal,Benefits Coverage,2017,Benefits Queue,88,924,Resolved,Yes,30,No,0,0
4626,2025-01-09 17:00:00,2025-01,Medicaid,IVR,Prior Authorization,2014,Enrollment Queue,181,104,Resolved,Yes,30,No,0,0
4627,2025-01-09 18:00:00,2025-01,Medicaid,Phone,System Access,2038,Enrollment Queue,129,100,Resolved,No,30,No,0,0
4628,2025-01-09 19:00:00,2025-01,Medicare,Phone,Claims Status,2008,Benefits Queue,58,401,Escalated,Yes,90,Yes,1,0
4629,2025-01-09 20:00:00,2025-01,Medicare,Phone,Benefits Coverage,2058,Enrollment Queue,113,316,Escalated,Yes,30,No,1,0
4630,2025-01-09 21:00:00,2025-01,Medicare,Phone,Provider Inquiry,2040,Enrollment Queue,194,244,Resolved,Yes,30,No,0,0
4631,2025-01-09 22:00:00,2025-01,Medicaid,Phone,Billing,2003,Claims Queue,144,322,Resolved,Yes,60,No,0,0
4632,2025-01-09 23:00:00,2025-01,Medicaid,Portal,Benefits Coverage,2016,Enrollment Queue,185,366,Abandoned,Yes,60,No,0,1
4633,2025-01-10 00:00:00,2025-01,Medicare,Phone,Enrollment,2049,Claims Queue,43,132,Escalated,Yes,60,Yes,1,0
4634,2025-01-10 01:00:00,2025-01,Commercial,IVR,System Access,2057,Enrollment Queue,24,236,Resolved,No,30,Yes,0,0
4635,2025-01-10 02:00:00,2025-01,Medicaid,Phone,System Access,2013,Claims Queue,77,272,Resolved,Yes,90,Yes,0,0
4636,2025-01-10 03:00:00,2025-01,Medicaid,Phone,Claims Status,2052,Enrollment Queue,84,223,Abandoned,Yes,30,No,0,1
4637,2025-01-10 04:00:00,2025-01,Medicaid,Phone,Claims Status,2059,Benefits Queue,169,478,Resolved,Yes,30,No,0,0
4638,2025-01-10 05:00:00,2025-01,Medicare,Phone,Prior Authorization,2047,Enrollment Queue,125,229,Resolved,Yes,60,No,0,0
4639,2025-01-10 06:00:00,2025-01,Medicaid,IVR,System Access,2011,Benefits Queue,92,258,Resolved,No,60,No,0,0
4640,2025-01-10 07:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2053,Claims Queue,113,468,Resolved,Yes,60,No,0,0
4641,2025-01-10 08:00:00,2025-01,Medicaid,IVR,Prior Authorization,2018,Benefits Queue,64,51,Resolved,No,60,No,0,0
4642,2025-01-10 09:00:00,2025-01,Medicaid,Phone,Billing,2037,Claims Queue,255,189,Resolved,Yes,30,No,0,0
4643,2025-01-10 10:00:00,2025-01,Medicare,Phone,Prior Authorization,2009,Claims Queue,148,361,Resolved,Yes,30,No,0,0
4644,2025-01-10 11:00:00,2025-01,Medicaid,Phone,Benefits Coverage,2049,Enrollment Queue,21,360,Escalated,Yes,30,Yes,1,0
4645,2025-01-10 12:00:00,2025-01,Medicare,IVR,System Access,2009,Benefits Queue,192,131,Resolved,Yes,30,No,0,0
4646,2025-01-10 13:00:00,2025-01,Commercial,IVR,Billing,2054,Claims Queue,89,297,Resolved,No,30,No,0,0
4647,2025-01-10 14:00:00,2025-01,Medicare,IVR,Provider Inquiry,2001,Enrollment Queue,108,423,Resolved,Yes,60,No,0,0
4648,2025-01-10 15:00:00,2025-01,Medicare,IVR,Provider Inquiry,2016,Claims Queue,77,253,Abandoned,Yes,60,No,0,1
4649,2025-01-10 16:00:00,2025-01,Medicare,Phone,System Access,2024,Enrollment Queue,141,536,Resolved,Yes,30,No,0,0
4650,2025-01-10 17:00:00,2025-01,Medicare,Portal,Billing,2045,Benefits Queue,75,334,Resolved,Yes,60,No,0,0
4651,2025-01-10 18:00:00,2025-01,Medicaid,Phone,Billing,2023,Claims Queue,68,76,Resolved,Yes,90,Yes,0,0
4652,2025-01-10 19:00:00,2025-01,Commercial,IVR,Enrollment,2044,Claims Queue,54,331,Resolved,Yes,60,Yes,0,0
4653,2025-01-10 20:00:00,2025-01,Medicaid,Phone,Billing,2008,Enrollment Queue,97,428,Resolved,Yes,30,No,0,0
4654,2025-01-10 21:00:00,2025-01,Medicaid,Portal,Billing,2016,Claims Queue,113,327,Resolved,No,30,No,0,0
4655,2025-01-10 22:00:00,2025-01,Commercial,Phone,Prior Authorization,2037,Enrollment Queue,40,562,Resolved,Yes,60,Yes,0,0
4656,2025-01-10 23:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2013,Enrollment Queue,38,245,Resolved,Yes,60,Yes,0,0
4657,2025-01-11 00:00:00,2025-01,Medicaid,Phone,Prior Authorization,2050,Claims Queue,16,362,Resolved,No,30,Yes,0,0
4658,2025-01-11 01:00:00,2025-01,Medicaid,Phone,Prior Authorization,2017,Enrollment Queue,135,299,Resolved,Yes,60,No,0,0
4659,2025-01-11 02:00:00,2025-01,Commercial,Portal,Prior Authorization,2017,Claims Queue,92,405,Resolved,Yes,90,No,0,0
4660,2025-01-11 03:00:00,2025-01,Medicaid,IVR,Claims Status,2046,Enrollment Queue,84,750,Resolved,No,90,Yes,0,0
4661,2025-01-11 04:00:00,2025-01,Medicare,Phone,Billing,2008,Benefits Queue,73,1141,Resolved,Yes,60,No,0,0
4662,2025-01-11 05:00:00,2025-01,Medicare,Portal,Prior Authorization,2013,Benefits Queue,22,527,Abandoned,Yes,60,Yes,0,1
4663,2025-01-11 06:00:00,2025-01,Medicaid,Phone,Prior Authorization,2043,Enrollment Queue,86,709,Escalated,No,60,No,1,0
4664,2025-01-11 07:00:00,2025-01,Medicaid,Phone,Enrollment,2016,Benefits Queue,87,389,Escalated,No,30,No,1,0
4665,2025-01-11 08:00:00,2025-01,Medicare,Phone,Claims Status,2053,Enrollment Queue,74,280,Resolved,Yes,90,Yes,0,0
4666,2025-01-11 09:00:00,2025-01,Medicaid,Phone,Provider Inquiry,2035,Benefits Queue,49,192,Abandoned,Yes,30,No,0,1
4667,2025-01-11 10:00:00,2025-01,Medicaid,Portal,Provider Inquiry,2036,Benefits Queue,28,362,Resolved,No,30,Yes,0,0
4668,2025-01-11 11:00:00,2025-01,Medicare,IVR,Provider Inquiry,2056,Enrollment Queue,120,539,Resolved,Yes,90,No,0,0
4669,2025-01-11 12:00:00,2025-01,Commercial,Portal,Benefits Coverage,2053,Claims Queue,118,478,Resolved,Yes,90,No,0,0
4670,2025-01-11 13:00:00,2025-01,Medicaid,Phone,Claims Status,2040,Benefits Queue,110,753,Abandoned,Yes,60,No,0,1
4671,2025-01-11 14:00:00,2025-01,Medicaid,IVR,Benefits Coverage,2027,Benefits Queue,50,506,Resolved,No,60,Yes,0,0
4672,2025-01-11 15:00:00,2025-01,Medicaid,Phone,Claims Status,2012,Claims Queue,186,358,Resolved,Yes,60,No,0,0
4673,2025-01-11 16:00:00,2025-01,Medicaid,Phone,Billing,2044,Benefits Queue,16,109,Abandoned,No,90,Yes,0,1
4674,2025-01-11 17:00:00,2025-01,Medicare,Phone,Prior Authorization,2026,Claims Queue,110,159,Escalated,Yes,30,No,1,0
4675,2025-01-11 18:00:00,2025-01,Commercial,Phone,System Access,2021,Enrollment Queue,149,39,Escalated,Yes,60,No,1,0
4676,2025-01-11 19:00:00,2025-01,Medicare,Phone,Billing,2045,Benefits Queue,78,557,Escalated,Yes,60,No,1,0
